ATF	1.0
29	43    
"Type=GenePix Export 3"
"DateTime=2025/02/10 16:39:03"
"Settings=E:\Conboy\2025-02-10\settings\S5-8.93.S8.480.33.Settings.gps"
"GalFile=C:\Documents and Settings\Misha\Desktop\Etsuko_Mice_Array.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=E:\Conboy\2025-02-10\image\s5-8.93.s8.Gain480Power33.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (#1/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=5200, 57160"
"Creator=GenePix Pro 6.1.0.4"
"Scanner=GenePix 4000B [133411]"
"FocusPosition=0"
"Temperature=28.8903"
"LinesAveraged=1"
"Comment="
"PMTGain=480"
"ScanPower=33"
"LaserPower=3.09254"
"Filters=<Empty>"
"ScanRegion=520,5716,1628,6624"
"Supplier="
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"Ratio of Medians (#1/532)"	"Ratio of Means (#1/532)"	"Median of Ratios (#1/532)"	"F532 Median - B532"	"F532 Mean - B532"	"Index"	"Mean of Ratios (#1/532)"	"Ratios SD (#1/532)"	"Rgn Ratio (#1/532)"	"Rgn R2 (#1/532)"	"F532 CV"	"B532 CV"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (#1/532)"	"F532 Total Intensity"	"SNR 532"	"Sum of Means (#1/532)"	"Log Ratio (#1/532)"	"Accession"	"Symbol"
1	1	1	"Positive 1"	"Positive 1"	5330	57260	150	9414	9583	2726	70	76	70	38	100	100	0	0.000	0.000	0.000	9344	9513	1	0.000	0.000	0.000	0.000	28	50	156	738	100	0	0	0	9344	1494896	250.184	9513	Error	"Not Defined"	"Positive 1"
1	2	1	"Positive 1"	"Positive 1"	5730	57260	150	11466	10796	2572	71	75	71	29	100	100	0	0.000	0.000	0.000	11395	10725	2	0.000	0.000	0.000	0.000	23	38	156	934	100	0	0	0	11395	1684220	369.690	10725	Error	"Not Defined"	"Positive 1"
1	3	1	"Positive 2"	"Positive 2"	6150	57240	160	2581	2651	836	71	75	71	26	100	100	0	0.000	0.000	0.000	2510	2580	3	0.000	0.000	0.000	0.000	31	34	208	992	100	0	0	0	2510	551305	99.077	2580	Error	"Not Defined"	"Positive 2"
1	4	1	"Positive 2"	"Positive 2"	6550	57240	160	2781	2930	1122	73	76	73	27	100	100	0	0.000	0.000	0.000	2708	2857	4	0.000	0.000	0.000	0.000	38	35	208	992	100	0	0	0	2708	609381	105.704	2857	Error	"Not Defined"	"Positive 2"
1	5	1	"Positive 3"	"Positive 3"	6900	57250	150	4555	4650	1318	71	74	71	27	100	100	0	0.000	0.000	0.000	4484	4579	5	0.000	0.000	0.000	0.000	28	36	156	894	100	0	0	0	4484	725423	169.481	4579	Error	"Not Defined"	"Positive 3"
1	6	1	"Positive 3"	"Positive 3"	7300	57250	150	5386	5493	1914	67	72	67	34	100	100	0	0.000	0.000	0.000	5319	5426	6	0.000	0.000	0.000	0.000	34	47	156	894	100	0	0	0	5319	856928	159.441	5426	Error	"Not Defined"	"Positive 3"
1	7	1	"neg"	"neg"	7700	57240	120	55	60	23	69	76	69	38	5	0	0	0.000	0.000	0.000	-14	-9	7	0.000	0.000	0.000	0.000	38	50	120	586	100	-50	0	0	-14	7220	-0.421	-9	Error	"Not Defined"	"neg"
1	8	1	"neg"	"neg"	8100	57240	120	59	61	25	69	73	69	34	5	0	0	0.000	0.000	0.000	-10	-8	8	0.000	0.000	0.000	0.000	40	46	120	586	100	-50	0	0	-10	7360	-0.353	-8	Error	"Not Defined"	"neg"
1	9	1	"6Ckine "	"6Ckine "	8480	57260	140	103	107	34	71	75	71	34	46	17	0	0.000	0.000	0.000	32	36	9	0.000	0.000	0.000	0.000	31	45	156	848	100	0	0	0	32	16616	0.941	36	Error	"Not Defined"	"6Ckine "
1	10	1	"6Ckine "	"6Ckine "	8900	57240	120	106	111	45	70	74	70	35	50	17	0	0.000	0.000	0.000	36	41	10	0.000	0.000	0.000	0.000	40	47	120	586	100	0	0	0	36	13331	1.057	41	Error	"Not Defined"	"6Ckine "
1	11	1	"Activin A "	"Activin A "	9300	57240	150	324	348	152	71	77	71	36	99	98	0	0.000	0.000	0.000	253	277	11	0.000	0.000	0.000	0.000	43	46	156	860	100	0	0	0	253	54247	7.528	277	Error	"Not Defined"	"Activin A "
1	12	1	"Activin A "	"Activin A "	9710	57240	160	339	369	173	73	78	73	34	94	92	0	0.000	0.000	0.000	266	296	12	0.000	0.000	0.000	0.000	46	43	208	992	100	0	0	0	266	76722	8.559	296	Error	"Not Defined"	"Activin A "
1	13	1	"Activin C"	"Activin C"	10060	57260	150	80	83	29	74	79	74	32	17	4	0	0.000	0.000	0.000	6	9	13	0.000	0.000	0.000	0.000	34	40	156	934	100	0	0	0	6	13010	0.125	9	Error	"Not Defined"	"Activin C"
1	14	1	"Activin C"	"Activin C"	10470	57270	110	74	81	36	81	86	81	43	6	3	0	0.000	0.000	0.000	-7	0	14	0.000	0.000	0.000	0.000	44	50	80	574	100	0	0	0	-7	6492	-0.116	0	Error	"Not Defined"	"Activin C"
