ATF	1.0
29	43    
"Type=GenePix Export 3"
"DateTime=2025/02/11 15:57:51"
"Settings=E:\Conboy\2025-02-10\settings\S13-16.4.S15.480.33.Settings.gps"
"GalFile=C:\Documents and Settings\Misha\Desktop\Etsuko_Mice_Array.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=E:\Conboy\2025-02-10\image\s13-16.4.s15.Gain480Power33.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (#1/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=5280, 39120"
"Creator=GenePix Pro 6.1.0.4"
"Scanner=GenePix 4000B [133411]"
"FocusPosition=0"
"Temperature=28.5241"
"LinesAveraged=1"
"Comment="
"PMTGain=480"
"ScanPower=33"
"LaserPower=3.28583"
"Filters=<Empty>"
"ScanRegion=528,3912,1636,4820"
"Supplier="
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"Ratio of Medians (#1/532)"	"Ratio of Means (#1/532)"	"Median of Ratios (#1/532)"	"F532 Median - B532"	"F532 Mean - B532"	"Index"	"Mean of Ratios (#1/532)"	"Ratios SD (#1/532)"	"Rgn Ratio (#1/532)"	"Rgn R2 (#1/532)"	"F532 CV"	"B532 CV"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (#1/532)"	"F532 Total Intensity"	"SNR 532"	"Sum of Means (#1/532)"	"Log Ratio (#1/532)"	"Accession"	"Symbol"
1	1	1	"Positive 1"	"Positive 1"	5410	39230	130	8050	12026	9291	90	98	90	120	100	100	0	0.000	0.000	0.000	7960	11936	1	0.000	0.000	0.000	0.000	77	122	120	649	100	0	0	0	7960	1443066	99.400	11936	Error	"Not Defined"	"Positive 1"
1	2	1	"Positive 1"	"Positive 1"	5820	39240	140	12234	13771	8368	91	93	91	33	100	100	0	0.000	0.000	0.000	12143	13680	2	0.000	0.000	0.000	0.000	60	35	156	920	100	0	0	0	12143	2148305	414.485	13680	Error	"Not Defined"	"Positive 1"
1	3	1	"Positive 2"	"Positive 2"	6230	39210	150	2417	3108	2276	88	105	88	131	100	100	0	0.000	0.000	0.000	2329	3020	3	0.000	0.000	0.000	0.000	73	124	156	894	100	0	0	0	2329	484869	22.924	3020	Error	"Not Defined"	"Positive 2"
1	4	1	"Positive 2"	"Positive 2"	6640	39210	150	2574	3713	2850	90	96	90	45	100	100	0	0.000	0.000	0.000	2484	3623	4	0.000	0.000	0.000	0.000	76	46	156	894	100	0	0	0	2484	579218	80.378	3623	Error	"Not Defined"	"Positive 2"
1	5	1	"Positive 3"	"Positive 3"	6990	39220	140	5322	5569	2576	91	99	91	68	99	99	0	0.000	0.000	0.000	5231	5478	5	0.000	0.000	0.000	0.000	46	68	156	848	100	0	0	0	5231	868723	80.441	5478	Error	"Not Defined"	"Positive 3"
1	6	1	"Positive 3"	"Positive 3"	7390	39230	140	5153	6433	3914	86	89	86	40	100	100	0	0.000	0.000	0.000	5067	6347	6	0.000	0.000	0.000	0.000	60	44	156	884	100	0	0	0	5067	1003572	158.600	6347	Error	"Not Defined"	"Positive 3"
1	7	1	"neg"	"neg"	7800	39220	120	67	74	44	83	120	83	279	0	0	0	0.000	0.000	0.000	-16	-9	7	0.000	0.000	0.000	0.000	59	232	120	648	100	-50	0	0	-16	8912	-0.165	-9	Error	"Not Defined"	"neg"
1	8	1	"neg"	"neg"	8200	39220	120	66	70	28	85	91	85	104	0	0	0	0.000	0.000	0.000	-19	-15	8	0.000	0.000	0.000	0.000	40	114	120	648	100	-50	0	0	-19	8436	-0.202	-15	Error	"Not Defined"	"neg"
1	9	1	"6Ckine "	"6Ckine "	8570	39220	150	265	272	75	82	84	82	29	99	97	0	0.000	0.000	0.000	183	190	9	0.000	0.000	0.000	0.000	27	34	156	934	100	0	0	0	183	42373	6.483	190	Error	"Not Defined"	"6Ckine "
1	10	1	"6Ckine "	"6Ckine "	8970	39230	150	303	308	76	81	85	81	38	99	98	0	0.000	0.000	0.000	222	227	10	0.000	0.000	0.000	0.000	24	44	156	972	100	0	0	0	222	48056	5.868	227	Error	"Not Defined"	"6Ckine "
